,KEY,FREQ,ADJUSTMENT,REF_AREA,COUNTERPART_AREA,REF_SECTOR,COUNTERPART_SECTOR,ACCOUNTING_ENTRY,STO,INSTR_ASSET,ACTIVITY,EXPENDITURE,UNIT_MEASURE,PRICES,TRANSFORMATION,TIME_PERIOD,OBS_VALUE,OBS_STATUS,CONF_STATUS,PRE_BREAK_VALUE,COMMENT_OBS,EMBARGO_DATE,TIME_FORMAT,COMMENT_TS,COMPILING_ORG,CURRENCY,DATA_COMP,DECIMALS,DISS_ORG,LAST_UPDATE,REF_PERIOD_DETAIL,REF_YEAR_PRICE,REPYEAREND,REPYEARSTART,TABLE_IDENTIFIER,TIME_PER_COLLECT,TITLE,TITLE_COMPL,UNIT_MULT,COMMENT_DSET
55,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2008-Q4,1331290.50773449,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
56,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2009-Q1,1314874.08618552,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
57,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2009-Q2,1315670.0687984,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
58,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2009-Q3,1318605.69407764,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
59,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2009-Q4,1326607.0730858,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
60,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2010-Q1,1334493.25727805,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
61,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2010-Q2,1345638.34035926,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
62,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2010-Q3,1354982.81633146,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
63,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2010-Q4,1367936.52949228,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
64,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2011-Q1,1376569.30108961,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
65,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2011-Q2,1382259.008363,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
66,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2011-Q3,1385292.2290238,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
67,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2011-Q4,1386979.01319568,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
68,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2012-Q1,1393495.22991769,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
69,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2012-Q2,1391412.37409232,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
70,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2012-Q3,1392671.4971159,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
71,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2012-Q4,1392931.41898323,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
72,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2013-Q1,1391783.67564587,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
73,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2013-Q2,1396628.21829191,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
74,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2013-Q3,1403918.95865911,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
75,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2013-Q4,1407604.07332688,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
76,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2014-Q1,1410732.68513703,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
77,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2014-Q2,1415939.73423007,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
78,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2014-Q3,1423592.51138193,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
79,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2014-Q4,1432602.31214802,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
80,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2015-Q1,1436654.02384685,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
81,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2015-Q2,1453320.71868651,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
82,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2015-Q3,1458976.20933964,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
83,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2015-Q4,1464728.8432204,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
84,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2016-Q1,1471817.88048637,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
85,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2016-Q2,1479772.38640246,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
86,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2016-Q3,1489381.82707197,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
87,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2016-Q4,1505522.92551458,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
88,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2017-Q1,1519798.87929789,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
89,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2017-Q2,1532600.10330902,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
90,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2017-Q3,1540628.80273863,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
91,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2017-Q4,1553487.5775281,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
92,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2018-Q1,1567916.24207979,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
93,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2018-Q2,1579987.15780197,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
94,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2018-Q3,1588659.96350533,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
95,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2018-Q4,1601792.42768378,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
96,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2019-Q1,1607088.55577114,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
97,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2019-Q2,1621774.47707395,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
98,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2019-Q3,1633516.40813952,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
99,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2019-Q4,1640489.81965836,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
100,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2020-Q1,1563973.12411971,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
101,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2020-Q2,1374716.98497668,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
102,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2020-Q3,1561889.27672246,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
103,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2020-Q4,1522878.21204379,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
104,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2021-Q1,1516171.40630414,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
105,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2021-Q2,1584218.76305389,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
106,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2021-Q3,1659288.21125399,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
107,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2021-Q4,1689877.8871573,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
108,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2022-Q1,1736701.1222139,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
109,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2022-Q2,1789185.91639153,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
110,MNA.Q.Y.I9.W0.S1M.S1.D.P31._Z._Z._T.EUR.V.N,Q,Y,I9,W0,S1M,S1,D,P31,_Z,_Z,_T,EUR,V,N,2022-Q3,1836645.70879777,A,F,,,,P3M,"Individual consumption expenditure - Euro area 20 (fixed composition) as of 1 January 2023 - World (all entities, including reference area, including IO), Households and non profit institutions serving households (NPISH), Euro, Current prices, , Calendar and seasonally adjusted data",4D0,,,2,,,C,,,,,S,Private final consumption,,6,
